,object,viewpoint,instance,morphline,path
394,bench,15,4,tableBench,baseline_sketches/bench_15_4_tableBench.png
395,bench,15,5,tableBench,baseline_sketches/bench_15_5_tableBench.png
396,bench,15,6,tableBench,baseline_sketches/bench_15_6_tableBench.png
397,bench,15,7,tableBench,baseline_sketches/bench_15_7_tableBench.png
398,bench,15,8,tableBench,baseline_sketches/bench_15_8_tableBench.png
399,bench,15,9,tableBench,baseline_sketches/bench_15_9_tableBench.png
400,bench,15,10,tableBench,baseline_sketches/bench_15_10_tableBench.png
401,bench,15,11,tableBench,baseline_sketches/bench_15_11_tableBench.png
402,bench,15,12,tableBench,baseline_sketches/bench_15_12_tableBench.png
403,bench,15,13,tableBench,baseline_sketches/bench_15_13_tableBench.png
404,bench,15,14,tableBench,baseline_sketches/bench_15_14_tableBench.png
405,bench,15,15,tableBench,baseline_sketches/bench_15_15_tableBench.png
406,bench,15,16,tableBench,baseline_sketches/bench_15_16_tableBench.png
407,bench,15,17,tableBench,baseline_sketches/bench_15_17_tableBench.png
408,bench,15,18,tableBench,baseline_sketches/bench_15_18_tableBench.png
409,bench,15,19,tableBench,baseline_sketches/bench_15_19_tableBench.png
410,bench,15,20,tableBench,baseline_sketches/bench_15_20_tableBench.png
411,bench,15,21,tableBench,baseline_sketches/bench_15_21_tableBench.png
412,bench,15,22,tableBench,baseline_sketches/bench_15_22_tableBench.png
413,bench,15,23,tableBench,baseline_sketches/bench_15_23_tableBench.png
414,bench,15,24,tableBench,baseline_sketches/bench_15_24_tableBench.png
415,bench,15,25,tableBench,baseline_sketches/bench_15_25_tableBench.png
416,bench,15,26,tableBench,baseline_sketches/bench_15_26_tableBench.png
417,bench,25,0,tableBench,baseline_sketches/bench_25_0_tableBench.png
418,bench,25,1,tableBench,baseline_sketches/bench_25_1_tableBench.png
419,bench,25,2,tableBench,baseline_sketches/bench_25_2_tableBench.png
420,bench,25,3,tableBench,baseline_sketches/bench_25_3_tableBench.png
421,bench,25,4,tableBench,baseline_sketches/bench_25_4_tableBench.png
422,bench,25,5,tableBench,baseline_sketches/bench_25_5_tableBench.png
423,bench,25,6,tableBench,baseline_sketches/bench_25_6_tableBench.png
424,bench,25,7,tableBench,baseline_sketches/bench_25_7_tableBench.png
425,bench,25,8,tableBench,baseline_sketches/bench_25_8_tableBench.png
426,bench,25,9,tableBench,baseline_sketches/bench_25_9_tableBench.png
427,bench,25,10,tableBench,baseline_sketches/bench_25_10_tableBench.png
428,bench,25,11,tableBench,baseline_sketches/bench_25_11_tableBench.png
429,bench,25,12,tableBench,baseline_sketches/bench_25_12_tableBench.png
430,bench,25,13,tableBench,baseline_sketches/bench_25_13_tableBench.png
431,bench,25,14,tableBench,baseline_sketches/bench_25_14_tableBench.png
432,bench,25,15,tableBench,baseline_sketches/bench_25_15_tableBench.png
433,bench,25,16,tableBench,baseline_sketches/bench_25_16_tableBench.png
434,bench,25,17,tableBench,baseline_sketches/bench_25_17_tableBench.png
435,bench,25,18,tableBench,baseline_sketches/bench_25_18_tableBench.png
436,bench,25,19,tableBench,baseline_sketches/bench_25_19_tableBench.png
437,bench,25,20,tableBench,baseline_sketches/bench_25_20_tableBench.png
438,bench,25,21,tableBench,baseline_sketches/bench_25_21_tableBench.png
439,bench,25,22,tableBench,baseline_sketches/bench_25_22_tableBench.png
440,bench,25,23,tableBench,baseline_sketches/bench_25_23_tableBench.png
441,bench,25,24,tableBench,baseline_sketches/bench_25_24_tableBench.png
442,bench,25,25,tableBench,baseline_sketches/bench_25_25_tableBench.png
443,bench,20,0,tableBench,baseline_sketches/bench_20_0_tableBench.png
444,bench,20,1,tableBench,baseline_sketches/bench_20_1_tableBench.png
445,bench,20,2,tableBench,baseline_sketches/bench_20_2_tableBench.png
446,bench,20,3,tableBench,baseline_sketches/bench_20_3_tableBench.png
447,bench,20,4,tableBench,baseline_sketches/bench_20_4_tableBench.png
448,bench,0,0,tableBench,baseline_sketches/bench_0_0_tableBench.png
449,bench,0,1,tableBench,baseline_sketches/bench_0_1_tableBench.png
450,bench,0,2,tableBench,baseline_sketches/bench_0_2_tableBench.png
451,bench,0,3,tableBench,baseline_sketches/bench_0_3_tableBench.png
452,bench,0,4,tableBench,baseline_sketches/bench_0_4_tableBench.png
453,bench,10,0,tableBench,baseline_sketches/bench_10_0_tableBench.png
454,bench,10,1,tableBench,baseline_sketches/bench_10_1_tableBench.png
455,bench,10,2,tableBench,baseline_sketches/bench_10_2_tableBench.png
456,bench,10,3,tableBench,baseline_sketches/bench_10_3_tableBench.png
457,bench,10,4,tableBench,baseline_sketches/bench_10_4_tableBench.png
458,bench,35,0,tableBench,baseline_sketches/bench_35_0_tableBench.png
459,bench,35,1,tableBench,baseline_sketches/bench_35_1_tableBench.png
460,bench,35,2,tableBench,baseline_sketches/bench_35_2_tableBench.png
461,bench,35,3,tableBench,baseline_sketches/bench_35_3_tableBench.png
462,bench,35,4,tableBench,baseline_sketches/bench_35_4_tableBench.png
463,bench,35,5,tableBench,baseline_sketches/bench_35_5_tableBench.png
464,bench,35,6,tableBench,baseline_sketches/bench_35_6_tableBench.png
465,bench,35,7,tableBench,baseline_sketches/bench_35_7_tableBench.png
466,bench,35,8,tableBench,baseline_sketches/bench_35_8_tableBench.png
467,bench,35,9,tableBench,baseline_sketches/bench_35_9_tableBench.png
468,bench,35,10,tableBench,baseline_sketches/bench_35_10_tableBench.png
469,bench,35,11,tableBench,baseline_sketches/bench_35_11_tableBench.png
470,bench,35,12,tableBench,baseline_sketches/bench_35_12_tableBench.png
471,bench,35,13,tableBench,baseline_sketches/bench_35_13_tableBench.png
472,bench,35,14,tableBench,baseline_sketches/bench_35_14_tableBench.png
473,bench,35,15,tableBench,baseline_sketches/bench_35_15_tableBench.png
474,bench,35,16,tableBench,baseline_sketches/bench_35_16_tableBench.png
475,bench,35,17,tableBench,baseline_sketches/bench_35_17_tableBench.png
476,bench,35,18,tableBench,baseline_sketches/bench_35_18_tableBench.png
477,bench,35,19,tableBench,baseline_sketches/bench_35_19_tableBench.png
478,bench,35,20,tableBench,baseline_sketches/bench_35_20_tableBench.png
479,bench,35,21,tableBench,baseline_sketches/bench_35_21_tableBench.png
480,bench,35,22,tableBench,baseline_sketches/bench_35_22_tableBench.png
481,bench,35,23,tableBench,baseline_sketches/bench_35_23_tableBench.png
482,bench,35,24,tableBench,baseline_sketches/bench_35_24_tableBench.png
483,bench,35,25,tableBench,baseline_sketches/bench_35_25_tableBench.png
484,bench,35,26,tableBench,baseline_sketches/bench_35_26_tableBench.png
485,bench,35,27,tableBench,baseline_sketches/bench_35_27_tableBench.png
486,bench,35,28,tableBench,baseline_sketches/bench_35_28_tableBench.png
487,bench,5,0,tableBench,baseline_sketches/bench_5_0_tableBench.png
488,bench,5,1,tableBench,baseline_sketches/bench_5_1_tableBench.png
489,bench,5,2,tableBench,baseline_sketches/bench_5_2_tableBench.png
490,bench,5,3,tableBench,baseline_sketches/bench_5_3_tableBench.png
491,bench,5,4,tableBench,baseline_sketches/bench_5_4_tableBench.png
492,bench,5,5,tableBench,baseline_sketches/bench_5_5_tableBench.png
493,bench,5,6,tableBench,baseline_sketches/bench_5_6_tableBench.png
494,bench,5,7,tableBench,baseline_sketches/bench_5_7_tableBench.png
495,bench,5,8,tableBench,baseline_sketches/bench_5_8_tableBench.png
496,bench,5,9,tableBench,baseline_sketches/bench_5_9_tableBench.png
497,bench,5,10,tableBench,baseline_sketches/bench_5_10_tableBench.png
498,bench,5,11,tableBench,baseline_sketches/bench_5_11_tableBench.png
499,bench,5,12,tableBench,baseline_sketches/bench_5_12_tableBench.png
500,bench,5,13,tableBench,baseline_sketches/bench_5_13_tableBench.png
501,bench,5,14,tableBench,baseline_sketches/bench_5_14_tableBench.png
502,bench,5,15,tableBench,baseline_sketches/bench_5_15_tableBench.png
503,bench,5,16,tableBench,baseline_sketches/bench_5_16_tableBench.png
504,bench,5,17,tableBench,baseline_sketches/bench_5_17_tableBench.png
505,bench,5,18,tableBench,baseline_sketches/bench_5_18_tableBench.png
506,bench,5,19,tableBench,baseline_sketches/bench_5_19_tableBench.png
507,bench,5,20,tableBench,baseline_sketches/bench_5_20_tableBench.png
508,bench,5,21,tableBench,baseline_sketches/bench_5_21_tableBench.png
509,bench,5,22,tableBench,baseline_sketches/bench_5_22_tableBench.png
510,bench,5,23,tableBench,baseline_sketches/bench_5_23_tableBench.png
511,bench,5,24,tableBench,baseline_sketches/bench_5_24_tableBench.png
512,bench,5,25,tableBench,baseline_sketches/bench_5_25_tableBench.png
513,bench,5,26,tableBench,baseline_sketches/bench_5_26_tableBench.png
514,bench,5,27,tableBench,baseline_sketches/bench_5_27_tableBench.png
515,chair,30,1,chairTable,baseline_sketches/chair_30_1_chairTable.png
516,chair,30,2,chairTable,baseline_sketches/chair_30_2_chairTable.png
517,chair,30,3,chairTable,baseline_sketches/chair_30_3_chairTable.png
518,chair,30,4,chairTable,baseline_sketches/chair_30_4_chairTable.png
519,chair,15,0,chairTable,baseline_sketches/chair_15_0_chairTable.png
520,chair,15,1,chairTable,baseline_sketches/chair_15_1_chairTable.png
521,chair,15,2,chairTable,baseline_sketches/chair_15_2_chairTable.png
522,chair,15,3,chairTable,baseline_sketches/chair_15_3_chairTable.png
523,chair,15,4,chairTable,baseline_sketches/chair_15_4_chairTable.png
524,chair,15,5,chairTable,baseline_sketches/chair_15_5_chairTable.png
525,chair,15,6,chairTable,baseline_sketches/chair_15_6_chairTable.png
526,chair,15,7,chairTable,baseline_sketches/chair_15_7_chairTable.png
527,chair,15,8,chairTable,baseline_sketches/chair_15_8_chairTable.png
528,chair,15,9,chairTable,baseline_sketches/chair_15_9_chairTable.png
529,chair,15,10,chairTable,baseline_sketches/chair_15_10_chairTable.png
530,chair,15,11,chairTable,baseline_sketches/chair_15_11_chairTable.png
531,chair,15,12,chairTable,baseline_sketches/chair_15_12_chairTable.png
532,chair,15,13,chairTable,baseline_sketches/chair_15_13_chairTable.png
533,chair,15,14,chairTable,baseline_sketches/chair_15_14_chairTable.png
534,chair,15,15,chairTable,baseline_sketches/chair_15_15_chairTable.png
535,chair,15,16,chairTable,baseline_sketches/chair_15_16_chairTable.png
536,chair,15,17,chairTable,baseline_sketches/chair_15_17_chairTable.png
537,chair,15,18,chairTable,baseline_sketches/chair_15_18_chairTable.png
538,chair,15,19,chairTable,baseline_sketches/chair_15_19_chairTable.png
539,chair,15,20,chairTable,baseline_sketches/chair_15_20_chairTable.png
540,chair,15,21,chairTable,baseline_sketches/chair_15_21_chairTable.png
541,chair,15,22,chairTable,baseline_sketches/chair_15_22_chairTable.png
542,chair,15,23,chairTable,baseline_sketches/chair_15_23_chairTable.png
543,chair,15,24,chairTable,baseline_sketches/chair_15_24_chairTable.png
544,chair,15,25,chairTable,baseline_sketches/chair_15_25_chairTable.png
545,chair,25,0,chairTable,baseline_sketches/chair_25_0_chairTable.png
546,chair,25,1,chairTable,baseline_sketches/chair_25_1_chairTable.png
547,chair,25,2,chairTable,baseline_sketches/chair_25_2_chairTable.png
548,chair,25,3,chairTable,baseline_sketches/chair_25_3_chairTable.png
549,chair,25,4,chairTable,baseline_sketches/chair_25_4_chairTable.png
550,chair,25,5,chairTable,baseline_sketches/chair_25_5_chairTable.png
551,chair,25,6,chairTable,baseline_sketches/chair_25_6_chairTable.png
552,chair,25,7,chairTable,baseline_sketches/chair_25_7_chairTable.png
553,chair,25,8,chairTable,baseline_sketches/chair_25_8_chairTable.png
554,chair,25,9,chairTable,baseline_sketches/chair_25_9_chairTable.png
555,chair,25,10,chairTable,baseline_sketches/chair_25_10_chairTable.png
556,chair,25,11,chairTable,baseline_sketches/chair_25_11_chairTable.png
557,chair,25,12,chairTable,baseline_sketches/chair_25_12_chairTable.png
558,chair,25,13,chairTable,baseline_sketches/chair_25_13_chairTable.png
559,chair,25,14,chairTable,baseline_sketches/chair_25_14_chairTable.png
560,chair,25,15,chairTable,baseline_sketches/chair_25_15_chairTable.png
561,chair,25,16,chairTable,baseline_sketches/chair_25_16_chairTable.png
562,chair,25,17,chairTable,baseline_sketches/chair_25_17_chairTable.png
563,chair,25,18,chairTable,baseline_sketches/chair_25_18_chairTable.png
564,chair,25,19,chairTable,baseline_sketches/chair_25_19_chairTable.png
565,chair,25,20,chairTable,baseline_sketches/chair_25_20_chairTable.png
566,chair,25,21,chairTable,baseline_sketches/chair_25_21_chairTable.png
567,chair,25,22,chairTable,baseline_sketches/chair_25_22_chairTable.png
568,chair,25,23,chairTable,baseline_sketches/chair_25_23_chairTable.png
569,chair,25,24,chairTable,baseline_sketches/chair_25_24_chairTable.png
570,chair,25,25,chairTable,baseline_sketches/chair_25_25_chairTable.png
571,chair,20,0,chairTable,baseline_sketches/chair_20_0_chairTable.png
572,chair,20,1,chairTable,baseline_sketches/chair_20_1_chairTable.png
573,chair,20,2,chairTable,baseline_sketches/chair_20_2_chairTable.png
574,chair,20,3,chairTable,baseline_sketches/chair_20_3_chairTable.png
575,chair,0,0,chairTable,baseline_sketches/chair_0_0_chairTable.png
576,chair,0,1,chairTable,baseline_sketches/chair_0_1_chairTable.png
577,chair,0,2,chairTable,baseline_sketches/chair_0_2_chairTable.png
578,chair,0,3,chairTable,baseline_sketches/chair_0_3_chairTable.png
579,chair,0,4,chairTable,baseline_sketches/chair_0_4_chairTable.png
580,chair,0,5,chairTable,baseline_sketches/chair_0_5_chairTable.png
581,chair,10,0,chairTable,baseline_sketches/chair_10_0_chairTable.png
582,chair,10,1,chairTable,baseline_sketches/chair_10_1_chairTable.png
583,chair,10,2,chairTable,baseline_sketches/chair_10_2_chairTable.png
584,chair,10,3,chairTable,baseline_sketches/chair_10_3_chairTable.png
585,chair,35,0,chairTable,baseline_sketches/chair_35_0_chairTable.png
586,chair,35,1,chairTable,baseline_sketches/chair_35_1_chairTable.png
587,chair,35,2,chairTable,baseline_sketches/chair_35_2_chairTable.png
588,chair,35,3,chairTable,baseline_sketches/chair_35_3_chairTable.png
589,chair,35,4,chairTable,baseline_sketches/chair_35_4_chairTable.png
590,chair,35,5,chairTable,baseline_sketches/chair_35_5_chairTable.png
591,chair,35,6,chairTable,baseline_sketches/chair_35_6_chairTable.png
592,chair,35,7,chairTable,baseline_sketches/chair_35_7_chairTable.png
593,chair,35,8,chairTable,baseline_sketches/chair_35_8_chairTable.png
594,chair,35,9,chairTable,baseline_sketches/chair_35_9_chairTable.png
595,chair,35,10,chairTable,baseline_sketches/chair_35_10_chairTable.png
596,chair,35,11,chairTable,baseline_sketches/chair_35_11_chairTable.png
597,chair,35,12,chairTable,baseline_sketches/chair_35_12_chairTable.png
598,chair,35,13,chairTable,baseline_sketches/chair_35_13_chairTable.png
599,chair,35,14,chairTable,baseline_sketches/chair_35_14_chairTable.png
600,chair,35,15,chairTable,baseline_sketches/chair_35_15_chairTable.png
601,chair,35,16,chairTable,baseline_sketches/chair_35_16_chairTable.png
602,chair,35,17,chairTable,baseline_sketches/chair_35_17_chairTable.png
603,chair,35,18,chairTable,baseline_sketches/chair_35_18_chairTable.png
604,chair,35,19,chairTable,baseline_sketches/chair_35_19_chairTable.png
605,chair,35,20,chairTable,baseline_sketches/chair_35_20_chairTable.png
606,chair,35,21,chairTable,baseline_sketches/chair_35_21_chairTable.png
607,chair,35,22,chairTable,baseline_sketches/chair_35_22_chairTable.png
608,chair,35,23,chairTable,baseline_sketches/chair_35_23_chairTable.png
609,chair,35,24,chairTable,baseline_sketches/chair_35_24_chairTable.png
610,chair,35,25,chairTable,baseline_sketches/chair_35_25_chairTable.png
611,chair,35,26,chairTable,baseline_sketches/chair_35_26_chairTable.png
612,chair,5,0,chairTable,baseline_sketches/chair_5_0_chairTable.png
613,chair,5,1,chairTable,baseline_sketches/chair_5_1_chairTable.png
614,chair,5,2,chairTable,baseline_sketches/chair_5_2_chairTable.png
615,chair,5,3,chairTable,baseline_sketches/chair_5_3_chairTable.png
616,chair,5,4,chairTable,baseline_sketches/chair_5_4_chairTable.png
617,chair,5,5,chairTable,baseline_sketches/chair_5_5_chairTable.png
618,chair,5,6,chairTable,baseline_sketches/chair_5_6_chairTable.png
619,chair,5,7,chairTable,baseline_sketches/chair_5_7_chairTable.png
620,chair,5,8,chairTable,baseline_sketches/chair_5_8_chairTable.png
621,chair,5,9,chairTable,baseline_sketches/chair_5_9_chairTable.png
622,chair,5,10,chairTable,baseline_sketches/chair_5_10_chairTable.png
623,chair,5,11,chairTable,baseline_sketches/chair_5_11_chairTable.png
624,chair,5,12,chairTable,baseline_sketches/chair_5_12_chairTable.png
625,chair,5,13,chairTable,baseline_sketches/chair_5_13_chairTable.png
626,chair,5,14,chairTable,baseline_sketches/chair_5_14_chairTable.png
627,chair,5,15,chairTable,baseline_sketches/chair_5_15_chairTable.png
628,chair,5,16,chairTable,baseline_sketches/chair_5_16_chairTable.png
629,chair,5,17,chairTable,baseline_sketches/chair_5_17_chairTable.png
630,chair,5,18,chairTable,baseline_sketches/chair_5_18_chairTable.png
631,chair,5,19,chairTable,baseline_sketches/chair_5_19_chairTable.png
632,chair,5,20,chairTable,baseline_sketches/chair_5_20_chairTable.png
633,chair,5,21,chairTable,baseline_sketches/chair_5_21_chairTable.png
634,chair,5,22,chairTable,baseline_sketches/chair_5_22_chairTable.png
635,chair,5,23,chairTable,baseline_sketches/chair_5_23_chairTable.png
636,chair,5,24,chairTable,baseline_sketches/chair_5_24_chairTable.png
637,chair,5,25,chairTable,baseline_sketches/chair_5_25_chairTable.png
638,chair,5,26,chairTable,baseline_sketches/chair_5_26_chairTable.png
639,chair,5,27,chairTable,baseline_sketches/chair_5_27_chairTable.png
640,chair,5,28,chairTable,baseline_sketches/chair_5_28_chairTable.png
641,table,30,0,chairTable,baseline_sketches/table_30_0_chairTable.png
642,table,30,1,chairTable,baseline_sketches/table_30_1_chairTable.png
643,table,30,2,chairTable,baseline_sketches/table_30_2_chairTable.png
644,table,30,3,chairTable,baseline_sketches/table_30_3_chairTable.png
645,table,30,4,chairTable,baseline_sketches/table_30_4_chairTable.png
646,table,15,0,chairTable,baseline_sketches/table_15_0_chairTable.png
647,table,15,1,chairTable,baseline_sketches/table_15_1_chairTable.png
648,table,15,2,chairTable,baseline_sketches/table_15_2_chairTable.png
649,table,15,3,chairTable,baseline_sketches/table_15_3_chairTable.png
650,table,15,4,chairTable,baseline_sketches/table_15_4_chairTable.png
651,table,15,5,chairTable,baseline_sketches/table_15_5_chairTable.png
652,table,15,6,chairTable,baseline_sketches/table_15_6_chairTable.png
653,table,15,7,chairTable,baseline_sketches/table_15_7_chairTable.png
654,table,15,8,chairTable,baseline_sketches/table_15_8_chairTable.png
655,table,15,9,chairTable,baseline_sketches/table_15_9_chairTable.png
656,table,15,10,chairTable,baseline_sketches/table_15_10_chairTable.png
657,table,15,11,chairTable,baseline_sketches/table_15_11_chairTable.png
658,table,15,12,chairTable,baseline_sketches/table_15_12_chairTable.png
659,table,15,13,chairTable,baseline_sketches/table_15_13_chairTable.png
660,table,15,14,chairTable,baseline_sketches/table_15_14_chairTable.png
661,table,15,15,chairTable,baseline_sketches/table_15_15_chairTable.png
662,table,15,16,chairTable,baseline_sketches/table_15_16_chairTable.png
663,table,15,17,chairTable,baseline_sketches/table_15_17_chairTable.png
664,table,15,18,chairTable,baseline_sketches/table_15_18_chairTable.png
665,table,15,19,chairTable,baseline_sketches/table_15_19_chairTable.png
666,table,15,20,chairTable,baseline_sketches/table_15_20_chairTable.png
667,table,15,21,chairTable,baseline_sketches/table_15_21_chairTable.png
668,table,15,22,chairTable,baseline_sketches/table_15_22_chairTable.png
669,table,15,23,chairTable,baseline_sketches/table_15_23_chairTable.png
670,table,15,24,chairTable,baseline_sketches/table_15_24_chairTable.png
671,table,15,25,chairTable,baseline_sketches/table_15_25_chairTable.png
672,table,15,26,chairTable,baseline_sketches/table_15_26_chairTable.png
673,table,15,27,chairTable,baseline_sketches/table_15_27_chairTable.png
674,table,15,28,chairTable,baseline_sketches/table_15_28_chairTable.png
675,table,25,0,chairTable,baseline_sketches/table_25_0_chairTable.png
676,table,25,1,chairTable,baseline_sketches/table_25_1_chairTable.png
677,table,25,2,chairTable,baseline_sketches/table_25_2_chairTable.png
678,table,25,3,chairTable,baseline_sketches/table_25_3_chairTable.png
679,table,25,4,chairTable,baseline_sketches/table_25_4_chairTable.png
680,table,25,5,chairTable,baseline_sketches/table_25_5_chairTable.png
681,table,25,6,chairTable,baseline_sketches/table_25_6_chairTable.png
682,table,25,7,chairTable,baseline_sketches/table_25_7_chairTable.png
683,table,25,8,chairTable,baseline_sketches/table_25_8_chairTable.png
684,table,25,9,chairTable,baseline_sketches/table_25_9_chairTable.png
685,table,25,10,chairTable,baseline_sketches/table_25_10_chairTable.png
686,table,25,11,chairTable,baseline_sketches/table_25_11_chairTable.png
687,table,25,12,chairTable,baseline_sketches/table_25_12_chairTable.png
688,table,25,13,chairTable,baseline_sketches/table_25_13_chairTable.png
689,table,25,14,chairTable,baseline_sketches/table_25_14_chairTable.png
690,table,25,15,chairTable,baseline_sketches/table_25_15_chairTable.png
691,table,25,16,chairTable,baseline_sketches/table_25_16_chairTable.png
692,table,25,17,chairTable,baseline_sketches/table_25_17_chairTable.png
693,table,25,18,chairTable,baseline_sketches/table_25_18_chairTable.png
694,table,25,19,chairTable,baseline_sketches/table_25_19_chairTable.png
695,table,25,20,chairTable,baseline_sketches/table_25_20_chairTable.png
696,table,25,21,chairTable,baseline_sketches/table_25_21_chairTable.png
697,table,25,22,chairTable,baseline_sketches/table_25_22_chairTable.png
698,table,25,23,chairTable,baseline_sketches/table_25_23_chairTable.png
699,table,25,24,chairTable,baseline_sketches/table_25_24_chairTable.png
700,table,25,25,chairTable,baseline_sketches/table_25_25_chairTable.png
701,table,25,26,chairTable,baseline_sketches/table_25_26_chairTable.png
702,table,25,27,chairTable,baseline_sketches/table_25_27_chairTable.png
703,table,25,28,chairTable,baseline_sketches/table_25_28_chairTable.png
704,table,20,0,chairTable,baseline_sketches/table_20_0_chairTable.png
705,table,20,1,chairTable,baseline_sketches/table_20_1_chairTable.png
706,table,20,2,chairTable,baseline_sketches/table_20_2_chairTable.png
707,table,20,3,chairTable,baseline_sketches/table_20_3_chairTable.png
708,table,20,4,chairTable,baseline_sketches/table_20_4_chairTable.png
709,table,0,0,chairTable,baseline_sketches/table_0_0_chairTable.png
710,table,0,1,chairTable,baseline_sketches/table_0_1_chairTable.png
711,table,0,2,chairTable,baseline_sketches/table_0_2_chairTable.png
712,table,0,3,chairTable,baseline_sketches/table_0_3_chairTable.png
713,table,0,4,chairTable,baseline_sketches/table_0_4_chairTable.png
714,table,10,0,chairTable,baseline_sketches/table_10_0_chairTable.png
715,table,10,1,chairTable,baseline_sketches/table_10_1_chairTable.png
716,table,10,2,chairTable,baseline_sketches/table_10_2_chairTable.png
717,table,10,3,chairTable,baseline_sketches/table_10_3_chairTable.png
718,table,10,4,chairTable,baseline_sketches/table_10_4_chairTable.png
719,table,35,0,chairTable,baseline_sketches/table_35_0_chairTable.png
720,table,35,1,chairTable,baseline_sketches/table_35_1_chairTable.png
721,table,35,2,chairTable,baseline_sketches/table_35_2_chairTable.png
722,table,35,3,chairTable,baseline_sketches/table_35_3_chairTable.png
723,table,35,4,chairTable,baseline_sketches/table_35_4_chairTable.png
724,table,35,5,chairTable,baseline_sketches/table_35_5_chairTable.png
725,table,35,6,chairTable,baseline_sketches/table_35_6_chairTable.png
726,table,35,7,chairTable,baseline_sketches/table_35_7_chairTable.png
727,table,35,8,chairTable,baseline_sketches/table_35_8_chairTable.png
728,table,35,9,chairTable,baseline_sketches/table_35_9_chairTable.png
729,table,35,10,chairTable,baseline_sketches/table_35_10_chairTable.png
730,table,35,11,chairTable,baseline_sketches/table_35_11_chairTable.png
731,table,35,12,chairTable,baseline_sketches/table_35_12_chairTable.png
732,table,35,13,chairTable,baseline_sketches/table_35_13_chairTable.png
733,table,35,14,chairTable,baseline_sketches/table_35_14_chairTable.png
734,table,35,15,chairTable,baseline_sketches/table_35_15_chairTable.png
735,table,35,16,chairTable,baseline_sketches/table_35_16_chairTable.png
736,table,35,17,chairTable,baseline_sketches/table_35_17_chairTable.png
737,table,35,18,chairTable,baseline_sketches/table_35_18_chairTable.png
738,table,35,19,chairTable,baseline_sketches/table_35_19_chairTable.png
739,table,35,20,chairTable,baseline_sketches/table_35_20_chairTable.png
740,table,35,21,chairTable,baseline_sketches/table_35_21_chairTable.png
741,table,35,22,chairTable,baseline_sketches/table_35_22_chairTable.png
742,table,35,23,chairTable,baseline_sketches/table_35_23_chairTable.png
743,table,35,24,chairTable,baseline_sketches/table_35_24_chairTable.png
744,table,35,25,chairTable,baseline_sketches/table_35_25_chairTable.png
745,table,35,26,chairTable,baseline_sketches/table_35_26_chairTable.png
746,table,5,0,chairTable,baseline_sketches/table_5_0_chairTable.png
747,table,5,1,chairTable,baseline_sketches/table_5_1_chairTable.png
748,table,5,2,chairTable,baseline_sketches/table_5_2_chairTable.png
749,table,5,3,chairTable,baseline_sketches/table_5_3_chairTable.png
750,table,5,4,chairTable,baseline_sketches/table_5_4_chairTable.png
751,table,5,5,chairTable,baseline_sketches/table_5_5_chairTable.png
752,table,5,6,chairTable,baseline_sketches/table_5_6_chairTable.png
753,table,5,7,chairTable,baseline_sketches/table_5_7_chairTable.png
754,table,5,8,chairTable,baseline_sketches/table_5_8_chairTable.png
755,table,5,9,chairTable,baseline_sketches/table_5_9_chairTable.png
756,table,5,10,chairTable,baseline_sketches/table_5_10_chairTable.png
757,table,5,11,chairTable,baseline_sketches/table_5_11_chairTable.png
758,table,5,12,chairTable,baseline_sketches/table_5_12_chairTable.png
759,table,5,13,chairTable,baseline_sketches/table_5_13_chairTable.png
760,table,5,14,chairTable,baseline_sketches/table_5_14_chairTable.png
761,table,5,15,chairTable,baseline_sketches/table_5_15_chairTable.png
762,table,5,16,chairTable,baseline_sketches/table_5_16_chairTable.png
763,table,5,17,chairTable,baseline_sketches/table_5_17_chairTable.png
764,table,5,18,chairTable,baseline_sketches/table_5_18_chairTable.png
765,table,5,19,chairTable,baseline_sketches/table_5_19_chairTable.png
766,table,5,20,chairTable,baseline_sketches/table_5_20_chairTable.png
767,table,5,21,chairTable,baseline_sketches/table_5_21_chairTable.png
768,table,5,22,chairTable,baseline_sketches/table_5_22_chairTable.png
769,table,5,23,chairTable,baseline_sketches/table_5_23_chairTable.png
770,table,5,24,chairTable,baseline_sketches/table_5_24_chairTable.png
771,table,5,25,chairTable,baseline_sketches/table_5_25_chairTable.png
772,table,5,26,chairTable,baseline_sketches/table_5_26_chairTable.png
773,bed,30,0,bedTable,baseline_sketches/bed_30_0_bedTable.png
774,bed,30,1,bedTable,baseline_sketches/bed_30_1_bedTable.png
775,bed,30,2,bedTable,baseline_sketches/bed_30_2_bedTable.png
776,bed,30,3,bedTable,baseline_sketches/bed_30_3_bedTable.png
777,bed,30,4,bedTable,baseline_sketches/bed_30_4_bedTable.png
778,bed,30,5,bedTable,baseline_sketches/bed_30_5_bedTable.png
779,bed,15,0,bedTable,baseline_sketches/bed_15_0_bedTable.png
780,bed,15,1,bedTable,baseline_sketches/bed_15_1_bedTable.png
781,bed,15,2,bedTable,baseline_sketches/bed_15_2_bedTable.png
782,bed,15,3,bedTable,baseline_sketches/bed_15_3_bedTable.png
783,bed,15,4,bedTable,baseline_sketches/bed_15_4_bedTable.png
784,bed,15,5,bedTable,baseline_sketches/bed_15_5_bedTable.png
785,bed,15,6,bedTable,baseline_sketches/bed_15_6_bedTable.png
786,bed,15,7,bedTable,baseline_sketches/bed_15_7_bedTable.png
787,bed,15,8,bedTable,baseline_sketches/bed_15_8_bedTable.png
788,bed,15,9,bedTable,baseline_sketches/bed_15_9_bedTable.png
